brands,code,ecoscore_grade,ingredients_text,packaging_tags,packaging_text,product_name
Mission,6946431801035,unknown,"小麦粉(小麦粉、叶酸、维生素Bi),水,植物起酥 油[棕榈油(含维生素E)],黑芝麻味调料 [黑芝麻、白砂糖、 食用盐、食用香精、再制干酪粉(干酪、全脂奶粉、乳酸、 柠檬酸、磷酸氢二钠、柠檬酸钠、食用香精、食用盐)、磷 酸三钙、阿斯巴甜(含苯丙氨酸)),食用盐,抗性糊精,白 砂糖, 焦磷酸二氢二钠,碳酸氢钠,富马酸,复配乳化酶制剂(单,双甘油脂肪酸酯、a-淀粉酶、木聚糖酶、葡糖淀粉酶、玉米淀粉、小麦粉),丙酸钙,植物炭黑、DL-苹果酸,三氯蔗糖。",['en:plastic'],,Black Sesame Wrap
"Mont Lakes,Gao Fu",0856013007914,c,"Pasteurized Milk, Cultures. Salt, Enzymes, Anticake (Potato Starch, Corn Starch, Powdered Cellulose), Natamycin (A Natural Mold Inhibitor)",['en:plastic'],,Shredded Mozzarella
"Suki,Gao Fu",0851639006051,a,"Milk, Hydroxypropyl distarch phosphate, whey protein, pectin, Streptococcus thermophilus, Lactobacillus bulgaricus",['en:plastic'],,Plain Yogurt Creamy UHT
vital proteins,11219600,unknown,"Organic cOconut Valine 11Esser Contains 8 bean, organic acacia fiber Contains: Coconut (tree nuts) Manufactured by: Vital Proteins LLC VP Franklin Park, IL 60131 or missing",['en:plastic'],,
Ja! Natürlich,9003740079528,e,,['en:plastic'],,Erdnüsse
Po Lo Ku Trading U.S.A,0672975238803,unknown,"Mushroom powder, salt, mushroom extract, Vitamin B, Calcium.",['en:plastic'],,Mushroom Seasoning
Circle K,0194283550533,e,,['en:plastic'],,Dark Chocolate Almonds
Pitaya Foods,0853687004386,unknown,Aloe Vera,['en:plastic'],,All Natural Aloe Vera Bite Sized Pieces
Great Value,0078742369273,a,"CINNAMON, NUTMEG, ALLSPICE, GINGER, CLOVES",['en:plastic'],,Pumpkin pie spice
Food Lion,0035826078537,f,,['en:plastic'],,Ground Cayenne Red Pepper
"Badia Spices Inc., Badia",0033844006754,c,,['en:plastic'],,Ground Sage
"Badia Spices Inc., Badia",0033844006785,a,,['en:plastic'],,Dill Weed
"Mccormick & Co., Mccormick",05226210,e,"_CINNAMON_, _NUTMEG_, ALLSPICE","['en:plastic', 'en:pet-polyethylene-terephthalate']",,Apple Pie Spice
"Mccormick & Co., Mccormick",05233919,d,,"['en:plastic', 'en:glass']",,Fennel
Marukome U.S.A.,0886518000707,unknown,"Powdered Miso Soybeans INon-Genetically Modified], Rice, Salt), Dextrin, Dried Pak Choi, Dried Oyster mushroom, Dried Shiitake Mushroom, Dried Carrot, Dried Wakame Seaweed, Fried Tofu (Soybeans [Non-Genetically Modified], Palm Oil, Magnesium Chloride, Calcium Sulfate, Glucono Delta-Lactone), Yeast Extract, Shiitake Mushroom Extract, Kelp Powder, Sorbitol, Vitamin E, Vitamin C, Sunflower Seed Extract. CONTAINS:Soybeans.",['en:plastic'],,Miso Soup With Chunky Mushroom
Badia,0033844000653,e,Sesame seeds.,"['en:plastic', 'en:bag']",,Sesame Seed
Century Snacks,0690166348209,d,"PEANUTS, CHILI LEMON SEASONING (SALT, CHILI POWDER, CITRIC ACID, NATURAL FLAVORS, LEMON JUICE POWDER [CORN SYRUP, NATURAL FLAVORING]), VEGETABLE OIL (CANOLA OIL AND/OR PEANUT OIL)",['en:plastic'],,Muncheros - Chili Lemon Peanuts
Garlic Gold,0826804008819,unknown,"Organic garlic, chopped and toasted to crunchy perfection in organic extra-virgin olive oil, organic reggiano parmesan cheese (milk, cheese cultures, salt, enzymes)",['en:plastic'],,Garlic Gold Parmesan Nuggets (Organic)
Les Anis de Flavigny®,3360102380019,c,"Sucre, arômes naturels, graines d'anis vert (1,4%)","['en:plastic', 'en:cardboard', 'en:sleeve', 'xx:cellophane', 'fr:coffet']","Etui carton à recycler
Cellophane plastique à jeter
Coffret carton à recycler",Coffret 5 étuis 18g petits anis USA
Les Anis de Flavigny®,0764521590012,c,"Sucre, arôme naturel de cassis, graine d'anis vert (0,2%), extrait de cassis","['en:metal', 'en:plastic', 'en:lid', 'en:ps-polystyrene', 'en:steel', 'en:tray']","Couvercle fer à recycler
Fond polystyrène à jeter",Boite ovale cassis usa
Les Anis de Flavigny®,0764521580013,c,"Sucre, arôme naturel de café, graine d'anis vert (0,2%)","['en:metal', 'en:plastic', 'en:cardboard', 'en:lid', 'en:ps-polystyrene', 'en:sleeve', 'en:steel', 'en:tray']","Couvercle fer à recycler
Fond polystyrène à jeter
Fourreau carton à recycler",Boite ovale café usa
Les Anis de Flavigny®,0764521510102,c,"Sucre, arôme naturel, graine d'anis vert (0,2%), extrait de violette","['en:metal', 'en:plastic', 'en:bag', 'en:label', 'en:ldpe-low-density-polyethylene', 'en:lid', 'en:pp-polypropylene', 'en:steel', 'en:tray']","Couvercle fer à recycler
Fond fer à recycler
Sachet pebd à recycler
Etiquette polypropylène à recycler",Boite ronde violette usa
Les Anis de Flavigny®,0764521500103,c,"Sucre, arôme naturel de rose avec autres arômes naturels, graine d'anis vert (0,2%), extrait de rose","['en:metal', 'en:plastic', 'en:bag', 'en:label', 'en:ldpe-low-density-polyethylene', 'en:lid', 'en:pp-polypropylene', 'en:steel', 'en:tray']","Couvercle fer à recycler
Fond fer à recycler
Sachet pebd à recycler
Etiquette polypropylène à recycler",Boite ronde rose usa
Les Anis de Flavigny®,0764521490107,c,"Sucre, arôme naturel d'anis étoilé, graine d'anis vert (0,2%)","['en:metal', 'en:plastic', 'en:bag', 'en:label', 'en:ldpe-low-density-polyethylene', 'en:lid', 'en:pp-polypropylene', 'en:steel', 'en:tray']","Couvercle fer à recycler
Fond fer à recycler
Sachet pebd à recycler
Etiquette polypropylène à recycler",Boite ronde anis usa
Les Anis de Flavigny®,0764521470109,c,"Sucre, arôme naturel de rose avec autres arômes naturels, graine d'anis vert (0,2%), extrait de rose","['en:plastic', 'en:paper', 'en:bag', 'en:label', 'en:ldpe-low-density-polyethylene']","Sac pebd à recycler
Etiquette papier à recycler",Sac 250g rose usa
Les Anis de Flavigny®,0764521280104,c,"Sucre, arôme naturel, graine d'anis vert (0,2%), extrait de citron","['en:plastic', 'en:paper', 'en:bag', 'en:label', 'en:ldpe-low-density-polyethylene']","Sac pebd à recycler
Etiquette papier à recycler",Sac 250g citron usa
Les Anis de Flavigny®,0764521270105,c,"Sucre, arôme naturel, graine d'anis vert (0,2%), extrait de violette","['en:plastic', 'en:paper', 'en:bag', 'en:label', 'en:ldpe-low-density-polyethylene']","Sac pebd à recycler
Etiquette papier à recycler",Sac 250g violette usa
Les Anis de Flavigny®,0764521250107,c,"Sucre, arôme naturel d'anis étoilé, graine d'anis vert (0,2%)","['en:plastic', 'en:paper', 'en:bag', 'en:label', 'en:ldpe-low-density-polyethylene']","Sac pebd à recycler
Etiquette papier à recycler",Sac 250g anis usa
Les Anis de Flavigny®,0764521150100,c,"Sucre, arôme naturel, graine d'anis vert (0,2%), extrait de citron","['en:metal', 'en:plastic', 'en:lid', 'en:ps-polystyrene', 'en:steel', 'en:tray']","Couvercle fer à recycler
Fond polystyrène à jeter",Boite ovale citron usa
Les Anis de Flavigny®,0764521070309,c,"Sucre, arômes naturels,
graines d'anis vert (0,2%)","['en:metal', 'en:plastic', 'en:cardboard', 'en:lid', 'en:ps-polystyrene', 'en:sleeve', 'en:steel', 'en:tray']","Couvercle fer à recycler
Fond polystyrène à jeter
Fourreau carton à recycler",Fourreau 3 boites ovales usa
Les Anis de Flavigny®,0764521060102,c,"Sucre, arôme naturel de réglisse, graine d'anis vert (0,2%), arôme naturel d'anis étoilé","['en:metal', 'en:plastic', 'en:lid', 'en:ps-polystyrene', 'en:steel', 'en:tray']","Couvercle fer à recycler
Fond polystyrène à jeter",Boite ovale réglisse usa
Les Anis de Flavigny®,0764521040104,c,"Sucre, arôme naturel de néroli, graine d'anis vert (0,2%), extrait de néroli","['en:metal', 'en:plastic', 'en:lid', 'en:ps-polystyrene', 'en:steel', 'en:tray']","Couvercle fer à recycler
Fond polystyrène à jeter",Boite ovale fleur d'oranger usa
Les Anis de Flavigny®,0764521020106,c,"Sucre, arôme naturel de menthe, graine d'anis vert (0,2%)","['en:metal', 'en:plastic', 'en:lid', 'en:ps-polystyrene', 'en:steel', 'en:tray']","Couvercle fer à recycler
Fond polystyrène à jeter",Boite ovale menthe usa
Les Anis de Flavigny®,0764521010107,c,"Sucre, arôme naturel d'anis étoilé, graine d'anis vert (0,2%)","['en:metal', 'en:plastic', 'en:lid', 'en:ps-polystyrene', 'en:steel', 'en:tray']","Couvercle fer à recycler
Fond polystyrène à jeter",Boite ovale anis usa
Ralf,0606110033435,b,,"['en:plastic', 'en:bag', 'en:pouch-flask']",,Chicharrón de cerdito
carrefour,8431876285598,unknown,,['en:plastic'],,pera
Kroger,0011110358769,unknown,,['en:plastic'],,tape for injury
Bayer,0016500560104,unknown,"Vitamin A (as beta-carotene), Vitamin C, Vitamin D, Vitamin E, Thiamin (B1), Riboflavin (B2), Niacin, Folate (as folic acid), Vitamin B12, Biotin, Pantothenic Acid, Calcium, Iron, Iodine, Magnesium, Zinc, Copper, Omega-3 Fatty Acids (from fish oil), DHA (docosahexaenoic acid), EPA (eicosapentaenoic acid)","['en:plastic', 'en:paper']",,one a day prenatal
La Banderita Clasica,0027331012137,b,"Cooked whole grain corn, Vegetable oil (Com and/or Cottonseed oil), Water, Sea salt and Trace of lime. Made in a facility that also processes wheat. ST 1988 CLE",['en:plastic'],,Totopos
Circle K,0194283551646,e,,['en:plastic'],,Chocolate peanuts
marata,7898286200848,unknown,"Açúcar, maltodextrina, polpa de maracujá desidratada, ferro, vitamina C, vitamina A, acidulante ácido citrico, antiumectante fosfato tricálcico, regulador de acidez citrato de sódio, aroma sintético idêntico ao natural, espessantes: Goma Xantana e Carboximetilcelulose, edulcorantes artificiais: Aspartame (25mg/ ib0ml), Ciclamato de Sódio (21mg/100ml), Acessulfame de Potássio (3,9mg/I00ml) e Sacarina Sódica (1,7mg/100ml), corante inorgânico dióxido de titânio e corantes artificiais: tartrazina e crepúsculo. NÃO CONTÉM GLÚTEN. FENILCETONÚRICOS: CONTÉM FENILALANINA - NÃO FERMENTADO - NÃO ALCOÓLICO. HANTENHA EM LOCAL FRESCO, SECO E INODORO, EVITANDO SOL, CALOR E UMIDADE.",['en:plastic'],,marata suco
Unique Pretzel Bakery,0079921110280,b,"unbleached wheat flour, sunflower oil, salt, soda and yeast",['en:plastic'],,Splits Extra Dark Pretzel
Glaceau,6115124798901,not-applicable,"Vapor distilled water, calcium chloride and magnesium chloride and potassium bicarbonate (electrolyte sources*) *electrolytes added for taste",['en:plastic'],,Smart Water
,0759098608017,unknown,,['en:plastic'],,Laceys Almond & Dark Chocolate
Malandro,0679795083866,unknown,"Water, Ceteareth-20, Modo de emplec: Frauraganir Glicerin, PEG-7 Glyceryl Cocoate, el cabello, bigote o bata seo omga Phenyl Trimethicone, Mineral OlIL, How to use: Rub a smal zror ih PGE-8 Dimeticone, Simmondsia mustache or dry or wet beadad pe Chinesis (jojoba) Butter, Simmondsia Como resultado de la úitima tr Chinesis (jojoba) Seed Oil (or) barba y bigote I Phama te pa Wax, parfum, Methylchloroisothiazoli - un agradable aroma. none/Methylisothiazolinone. As a result of the latest techrolge mustache, I Pharma brings ya a aroma.",['en:plastic'],,Malandro
Circle K,0194283550519,e,,['en:plastic'],,Chocolate Peanuts
Supreme Berry Farms LLC,0852575008420,not-applicable,strawberries,"['en:plastic', 'en:pet-polyethylene-terephthalate']",,Strawberries
Lakeside Produce,0884051090254,not-applicable,cucumber,['en:plastic'],,Mini Cukes
Cambells,05100675,unknown,"NGREDIENTS: VEGETABLE JUICE (WATER AND (ASCORBIC ACID), NATURAL FLAVORING, BETA SPINACH), POTASSIUM CHLORIDE, SALT, VITAMINĆ CONCENTRATED JUICES OF TOMATOES, CARROTS, CELERY, BEETS, PARSLEY, LETTUCE, WATERCRESS, 100% VEGE TABLE JUICE 100% VEGE LABLE JUICE CONCENTRATED JUICES OF TOMATOES, CARROTS PELERY, BEETS, PARSLEY, LETTUCE, WATERCRES SPINACH), POTASSIUM CHLORIDE, SALT, VITAM CAROTENE, CITRIC ACID.",['en:plastic'],,V8 Low Sodium
Great Value,0078742369112,unknown,CILANTRO LEAVES,"['en:plastic', 'en:pet-polyethylene-terephthalate']",,Cilantro Leaves
Great Value,0078742254579,c,,"['en:plastic', 'en:pet-polyethylene-terephthalate']",,Basil
"Pro Performance,GNC",0048107167158,unknown,"100% Whey Protein Blend (Whey Protein Concentrate, Whey Protein Isolate), Natural Flavors, Red Beet Powder (Color), Citric Acid, Cellulose Gum, Soy Lecithin, Xanthan Gum, Acesulfame Potassium, Sodium Chloride, Sucralose.","['en:plastic', 'en:jar']",,Pro Performance 100% Whey Protein Creamy Strawberry
Dole,0038900719661,unknown,,['en:plastic'],,Dole Sliced Peaches
M.Y. San,0750515018143,b,"Hvetemel, vegetabilsk fett (hydrogenet kokosolje, hydrogenet palmeolje), kokosolje, malt hvitløk, salt, sukker, naturlig aromaer, kunstig aromaer, hydrolysert vegetabilsk protein, smaksforsterker (E631, E627), hevemiddel (E500), gjær.","['en:plastic', 'en:box']",,Sky Flakes Crackers Garlic Flavor
Kellogg,0038000261589,c,"Enriched flour (wheat flour, niacin, reduced iron, vitamin B₁ [thiamin mononitrate], vitamin B2 (riboflavin), folic acid), sugar, soybean and palm oil (with TBHQ for freshness), dextrose, high fructose corn syrup, corn syrup, bleached wheat flour. Contains 2% or less of molasses, salt, natural flavors, leavening (baking soda, sodium acid pyrophosphate, monocalcium phosphate), wheat starch, gelatin, yellow 5 lake, soy lecithin","['en:plastic', 'en:cardboard', 'en:film']",,Pop-Tarts - Frosted Maple (Eggo)
"Unbreakable Performance,GNC",0048107217785,unknown,,"['en:plastic', 'en:jar']",,Unbreakable Performance 100% Whey Supreme Chocolate
Publix,0041415045859,a-plus,,"['en:plastic', 'en:ldpe-low-density-polyethylene', 'en:plastic-4']",,Petitered Potatoes
Private Selection,0011110037558,a,Cipolline Onions,['en:plastic'],,Sweet Cipolline Onions
"Kroger, The Kroger Co.",0011110790965,unknown,"CRANBERRIES, SOLUBLE CORN FIBER, SUGAR, CITRIC ACID, SUNFLOWER OIL MAY CONTAIN: MILK, WHEAT, SOY, PEANUTS, ALMONDS.",['en:plastic'],,Dried Cranberries
Quamtrax nutrición,8436046972667,unknown,,['en:plastic'],,Hydrobeef
Astin Farms,0850789002036,not-applicable,STRAWBERRIES,"['en:plastic', 'en:pet-polyethylene-terephthalate', 'en:plastic-1']",,Strawberries
Skippy,0037600225144,d,"CACAHUATES TOSTADOS [93%), HIDROGENADO (DE SEMİLLA DE ÁLGODÓN, DE SOYA, DE CANOLA) (PARA EVITAR LA SEPARACIÓN), SAL. CONTIENE: CACAHUATE Y SOYA. INGREDIENTS: ROASTED PEANUTS, SUGAR, HYDROGENATED VEGETABLE OIL (COTTONSEED, SOYBEAN AND RAPESEED OIL) TO PREVENT SEPARATION, SALT. CONTAINS: PEANUTS AND SOY. SIN GLUTEN. POR EL ORIGEN DE SUS INGREDIENTES ESTE PRODUCTO NO CONTIENE GLUTEN Fahricado",['en:plastic'],,Cargando…
Nestle,9556001263094,unknown,"Mimifecared la Mestle Prodects San. Bh 22-1, 22nd Floor, Menara Ser laysia. Pengguna Berdaftar rt oleh/Imported iy. Cheong Grandtop EX Iist Floor, Block E, M. mplek, Kg. Mentiri,. 1 Kota hau Negara Brunei Darus m /Contact US ONalaysia toantunai Ingredients Creamer (Glucose Syrup, Hydrogenates Palm Keme Mik Protein (Caw n Salt. Contains Stabiliser. e lan Emulsifier and Anticaking Agent as Permitted Food Condlttioner. Cntains Permitted Flavourings.. Sugar, Instant Coffee, todextrin, Modifiestarch, Salt. Contains Permitted Flavourings. ives are of plant or synthetic origin.",['en:plastic'],,Nescafe Latte Caramel
Adarsh,8787760036754,unknown,"Gram Flour, Vegetable Oil, Rice Flour, Peas Flour, Gram Dal, Green Gram Dal, Red Lentils, Green Peas, Peanuts, Salt, Chilli Powder, Asafoetida, Spices (Coriander, Cumin, Fennel, Cinnamon, Cloves and Cardamom), and Turmeric Pouwder",['en:plastic'],,Dhal Mixture
Rocka Nutrition,4251105515371,unknown,"Favabohnenprotein, Erbsenproteinisolat, Aroma, L-Leucin, L-Lysin-Hydrochlorid, L-Methionin, L-Isoleucin, L-Valin, Verdickungsmittel (Xanathan), Salz, Süßungsmittel (Sucralose, Steviolglycoside), Cyanocobalamin.",['en:plastic'],,No Whey Pro Vanilla Cookie
Cheesewich,0709893013202,b,"MOZZARELLA CHEESE (PASTEURIZED 30% CULTURED COW'S MILK, SALT, ENZYMES), UNCURED 2g 1% PEPPERONI NO NITRATES OR NITRITES ADDED* (PORK, SEA SALT. NATURAL FLAVORINGS, CONTAINS 2% OR LESS OF CANE SUGAR, SWISS CHARD POWDER, EXTRACTIVES OF PAPRIKA, LACTIC ACID STARTER CULTURE",['en:plastic'],,All Natural* Uncured Pepperoni & Mozzarella Cheese
Circle K,0194283551820,b,,['en:plastic'],,Wriggly Sour Worms
365 Whole Foods Market,0099482493042,b,,"['en:plastic', 'en:cardboard']",,Vegan Cheddar Flavor Crackers
Nestle,0041508600811,not-applicable,,['en:plastic'],,Acqua Panna Tuscany
La nuez,0732535921030,unknown,"harina de trigo 55mg
niacina 48 mg
riboflavina 4mg
tiamina 5mg
ácido fólico 1.2 mg
salvado de trigo
azúcar 
manteca vegetal
mejorador E300,
enzimas E1100
sal
gluten de trigo
leche en polvo descremada
conservantes E282",['en:plastic'],,La nuez
Green Giant,3218674666676,a,,"['en:plastic', 'en:paper']",,chopped spinach (no sauce)
Buffalo Bob's,0766724280004,d,"ALLIGATOR, BEEF, PORK, SALT, SPICES, BROWN SUGAR, MOLASSES, PAPRIKA, GARLIC POWDER, ONION POWDER CELERY POWDER","['en:plastic', 'en:dry', 'en:film']",1 film plastique à jeter,Buffalo Bob's
"365, Whole Foods",0099482493226,unknown,ORGANIC BROWN TEFF,['en:plastic'],,"Organic Brown Teff, 8.8 oz"
Kinhsburg,0847081000709,not-applicable,kiwi,['en:plastic'],,kiwi gold
compliments,0068820129301,unknown,,['en:plastic'],,Complements Bacon-Style Turkey Smoked Turkey Strips
,0044276038206,d,"FETA CHEESE (CULTURED PASTEURIZED MILK, SALT, CALCIUM CHLORIDE, ENZYMES), GREEK YOGURT (CULTURED CREAM, NONFAT DRY MILK, ENZYME), NEUFCHATEL CHEESE (PASTEURIZED CULTURED MILK AND CREAM, SALT, STABILIZERS [GUAR GUM AND CAROB BEAN GUM]), EXTRA VIRGIN OLIVE OIL, WATER, ROASTED GARLIC (GARLIC, WATER, CITRIC ACID), GARLIC, NATURAL FLAVOR, SUGAR, DEHYDRATED ONION, SALT, DEHYDRATED GARLIC, GUAR GUM, SPICE. CONTAINS MILK. 0 Anticall",['en:plastic'],,Roasted garlic feta dip
La Ruta Natural,7500464286215,unknown,"Manzana, Coco no sulfatado, Amaranto, Chia, Dátil y Moringa",['en:plastic'],,Chíaluka
Henderson and Sons,4053091085261,d,"WEIZENMEHL, PFLANZLICHES OL (SONNENBLUME), ANTIOXIDATIONSMITTEL: EXTRAKT AUS ROSMARIN; ZUCKER, MODIFIZIERTE STaRKE, SALZ, DEXTROSE, REISMEHL, TRENNMITTEL: E341, E414; KNOBLAuCH, ŹWIEBEL, KoKOSFETT, SENFKÖRNER FARBSTOFF: E141",['en:plastic'],,Wasabi Nuts
carrefour,8431876278200,not-applicable,,['en:plastic'],,"Combinado Shimeji, Portobello, Shiitake"
"Good & Gather,Target",0085239121283,unknown,"DATES, EGG WHITES, ALMONDS, CASHEWS, WATER, FREEZE DRIED BLUEBERRIES, NATURAL FLAVOR.","['en:plastic', 'en:paper']",,Protein Bars Blueberry
Circle K,0194283550410,b,,['en:plastic'],,Watermelon sours
FWI,0764782003900,unknown,99% PURITY OMS (DIMETHYL SULFOXIDE (CH3) SO 99%,['en:plastic'],,DMSO
Mtr Foods Pvt. Ltd.,0840965000741,unknown,"Water, Cottage Cheese, Dairy Cream, Tomato Paste, Garlic, Cashew nuts, Sunflower oil, Butter, Sugar, Ginger, Skimmed Milk Powder, Salt, Red Chilli Powder, Spices and Dried fenugreek leaves. Contains Milk & Treenuts ( Cashew nuts)","['en:plastic', 'en:paper']",,MTR Paneer Makhni
Rumba Meats,0201010002897,unknown,,['en:plastic'],,Sliced Beef Liver
Supreme Berry Farms,0852575008406,not-applicable,,['en:plastic'],,Long Stem Strawberries
Maxwell House,2045606070338,unknown,,['en:plastic'],,Maxwell House Medium Coffee
Ice Breakers,0034000938575,unknown,"XYLITOL; GUM BASE; MALTITOL SYRUP; MANNITOL; CONTAINS 2% OR LESS OF NATURAL FLAVOR AND ARTIFICIAL FLAVOR: MALTODEXTRIN; ARTIFICIAL COLOR (RED 40 LAKE; RED 40); MEDIUM CHAIN TRIGLYCERIDES; MODIFIED CORNSTARCH; SORBITOL, SUCRALOSE GELATIN; ACESULFAME POTASSIUM; MALTITOL; GUM ACACIA; BHT, TO MAINTAIN FRESHNESS; NEOTAME; LECITHIN (SOY).",['en:plastic'],,Ice Cube Cinnamon Gum
"Pics,The Price Chopper, Price Chopper",0041735031037,d,"Pasteurized Part-Skim Milk, Cheese Culture, Salt, Enzymes.",['en:plastic'],,Deli Style Sliced Cheese Mozzarella Low Moisture Part-Skim
Deep Premium Select,0011433159937,c,Coconut,['en:plastic'],,Shredded Coconut
,0845502021043,unknown,,"['en:plastic', 'en:hdpe-high-density-polyethylene']",,Xylitol x BTS Gum
Circle K,0194283551967,e,,['en:plastic'],,Milk chocolate almonds
SouthEastern Meats,0692243416931,unknown,Collard Greens Frozen Unprepared,['en:plastic'],,Collard Greens
Sprouts Farmers Market,0646670524349,a,"Whole Wheat Flour, Wheat Flour (Malted Barley Flour, Niacin, Iron, Ascorbic Acid, Thiamin Mononitrate, Riboflavin, Folic Acid), Water. Contains 2% or less of the following ingredients: Yeast, Salt, Citric Acid (added to keep freshness).","['en:plastic', 'en:bag']",,Pita Bread
Kroger,0011110898708,a,"APPLES, SUGAR, WATER, CINNAMON, ASCORBIC ACID (TO MAINTAIN COLOR).",['en:plastic'],,Cinnamon Applesauce
"Price Chopper Supermarkets,Pics",0041735060211,b,"Cultured Pasteurized Skim Milk, Strawberries, Sugar, Natural Flavors, Pectin, Locust Bean Gum,  Fruit & Vegetable Juice, Beta Carotene, Sodium Citrate, Calcium Chloride, Lactic Acid.",['en:plastic'],,Greek yogurt
"Wartburg,Gao Fu",0851639006853,d,"milk, salt(2.3%), culture, rennet",['en:plastic'],,Edam Cheese
Hershey's,0034000140817,e,"MILK CHOCOLATE (SUGAR, MILK, CHOCOLATE, COCOA BUTTER, MILK FAT, LECITHIN (SOY), NATURAL FLAVOR)",['en:plastic'],,Milk chocolate kisses
"Full Circle Market,Topco Associates",0036800486997,b,"Water, Brown Rice Flour, Potato Starch, Corn Flour, Vegetable Oil (Canola and/or Soybean Oil) Tapioca Starch, Sugar, Inulin, Contains 2% or less of: Potato Flour, Leavening (Sodium Acid Pyrophosphate, Sodium Bicarbonate, Monocalcium Phosphate), Soy Lecithin (Emulsifier), Sea Salt, Pear Juice Concentrate, Pineapple Syrup, Clarified Pineapple Juice Concentrate, Peach Juice Concentrate, Natural Flavor.","['en:plastic', 'en:cardboard']",,Gluten free waffles
